,outlet,outlet_url,date,time,url_orig,headline,description,author,domain,topic,topic_tags,text
11,wallstreetjournal,https://www.wsj.com/,2018:05:07,8:00:00,https://www.wsj.com/articles/h-m-pivots-to-big-data-to-spot-next-big-fast-fashion-trends-1525694400,H&M Pivots to Big Data to Spot Next Big Fast-Fashion Trends,"H&M, the world’s largest clothing brand, is asking artificial intelligence and big data to what merchants used to do with gut decisions—call fashion trends and customize the merchandise in stores.",Saabira Chaudhuri,Business,business,"Ai, Algorithms, Artificial Intelligence, Big Data, Customize, Data, Data Analytics, Fashion, Fast Fashion, Granular","The world’s largest clothing brand is turning to artificial intelligence to win back shoppers, as it works to reverse one of the worst sales slumps in its history. Hennes & Mauritz AB’s H&M retail chain is ramping up its use of data to customize what it sells in individual stores, breaking with its longstanding practice of stocking stores around the globe with similar merchandise. The..."
12,wallstreetjournal,https://www.wsj.com/,2018:05:07,10:42:00,https://www.wsj.com/articles/intelligent-machines-will-teach-usnot-replace-us-1525704147,Intelligent Machines Will Teach Us—Not Replace Us,Former world chess champion Garry Kasparov on the overblown fears about AI.,Garry Kasparov,Ideas,technology,"Ai, Alphazero, Artifical Intelligence, Garry Kasparov, Machine Learning, Mind Sports, Sports, Routine General News","Over the centuries, humans have created countless technologies to save ourselves from backbreaking physical labor and mindless routine. AI continues that progress by taking over many rote cognitive tasks that don’t require human judgment, strategic planning or creativity. Whether it’s browsing millions of legal documents or scrutinizing CT scans, machines can now do much expert work faster and more precisely than their human creators. New forms of artificial intelligence will surpass us in new and surprising ways, thanks to machine-learning techniques that generate their own knowledge—and even their own code. Humans,..."
13,wallstreetjournal,https://www.wsj.com/,2018:05:07,12:50:00,https://www.wsj.com/articles/jan-smets-says-ecb-could-take-steps-to-phase-out-qe-this-summer-1525711732,Jan Smets Says ECB Could Take Steps to Phase Out QE This Summer,"The European Central Bank is likely to move over the summer to gradually phase out its bond-buying program, perhaps announcing a decision after its July 26 policy meeting, the ECB’s Jan Smets said.",Tom Fairless,Economy,international,"Belgium Central Bank, Ecb, Ecb Qe, Ecb Smets, Qe, Smets, European Central Bank, Belgian Central Bank, Jan Smets, Monetary Policy","The European Central Bank is likely to move over the summer to gradually phase out its bond-buying program, perhaps announcing a decision after its July 26 policy meeting, a top ECB official said. But the official—Jan Smets of Belgium—also suggested investors might be right to have recently pushed back their forecasts for when the ECB might increase interest rates for the first time since the financial crisis. Speaking..."
14,wallstreetjournal,https://www.wsj.com/,2018:05:07,14:13:00,https://www.wsj.com/articles/jan-smets-says-ecb-could-take-steps-to-phase-out-qe-this-summer-1525716788,Jan Smets Says ECB Could Take Steps to Phase Out QE This Summer,"The European Central Bank is likely to move over the summer to gradually phase out its bond-buying program, perhaps announcing a decision after its July 26 policy meeting, the ECB’s Jan Smets said.",Tom Fairless,Economy,international,"Belgium Central Bank, Ecb, Ecb Qe, Ecb Smets, Qe, Smets, European Central Bank, Belgian Central Bank, Jan Smets, Monetary Policy","The European Central Bank is likely to move over the summer to gradually phase out its bond-buying program, perhaps announcing a decision after its July 26 policy meeting, a top ECB official said. But the official— Jan Smets of Belgium—also suggested investors might be right to have recently pushed back their forecasts for when the ECB might increase interest rates for the first time since the financial crisis. Speaking to The Wall Street Journal in Belgium’s capital, Mr. Smets, who sits on the ECB’s 25-member rate-setting committee as governor of the Belgian central bank, indicated that ECB officials remain confident in the economic outlook and are ready to discuss changing their policy mix. “The latest data remain pretty consistent with the story of the economic expansion continuing at a robust pace,” Mr. Smets said. He suggested the ECB soon will be ready to phase out its €30 billion-a-month ($35.9 billion) bond-buying program, known as quantitative easing, and shift the focus of its communications toward possible interest-rate increases. “When you have built up a large stock of assets, it’s natural that the relative importance of these instruments will change,” he said. The bond purchases likely would be gradually reduced to zero after the latest extension of the program ends in September, rather than halted abruptly. “We want to be gradual; we want to avoid surprises or shocks,” he said. A run of recent data, from industrial production to retail sales, has indicated that the 19-nation currency union is cooling after outpacing the U.S. economy for two straight years. Mr. Smets nevertheless sounded bullish, largely attributing the slowdown to “a certain normalization” after recent strong growth and temporary factors such as strikes and cold weather. “On the basis of our assessment today, I would expect a move from asset purchases to greater importance of other elements,” such as guidance on the level of future interest rates, he said. “In the [ECB’s] June and July meetings, we will perhaps have a better understanding of the meaning of recent soft indicators.” Still, Mr. Smets seemed to acknowledge that the recent economic slowdown might delay the ECB from increasing its key interest rate, now at minus 0.4%. Investors until recently expected the ECB to raise rates as soon as this year, but recently pushed back their forecasts until later next year. “The fact that investors have pushed back their forecasts for interest rates is a reflection that markets understand very well that our policy is data dependent,” Mr. Smets said. “They understand well the way we are behaving and thinking.”"
15,wallstreetjournal,https://www.wsj.com/,2018:05:07,5:30:00,https://www.wsj.com/articles/malaysian-opposition-seeks-to-slay-goliath-with-smarter-campaigning-1525685404,Malaysian Opposition Seeks to Slay Goliath With Smarter Campaigning,Opposition strategist Rafizi Ramli is hoping modern data-driven campaign techniques will help Malaysia’s ragtag opposition alliance to victory after more than 60 years of one-party rule.,James Hookway,Asia,international,"1mdb , Mahathir Mohamad , Malaysia Election , Malaysia Elections , Najib Razak , Umno , United Malays National Organization , Corporate Funding, Corporate, Industrial News","Many political operatives prefer to work in the shadows, away from public scrutiny and the prying eyes of their opponents. Not Rafizi Ramli. The opposition strategist is hitting the campaign trail as hard as any candidate ahead of Wednesday’s elections to drum up donations for his crowdfunded data outfit, Invoke, hoping to guide Malaysia’s ragtag opposition alliance to victory after more than 60 years of one-party rule."
16,wallstreetjournal,https://www.wsj.com/,2018:05:07,1:12:00,https://www.wsj.com/articles/mondelez-gobbles-up-cookie-maker-tates-bake-shop-1525669961,Mondelez Gobbles Up Cookie Maker Tate’s Bake Shop,Food conglomerate will acquire Tate’s Bake Shop for around $500 million as it seeks to address changing consumer tastes.,"Dana Mattioli, Annie Gasparro",Business,business,"Mondelez, Tate's Bake Shop, Mondelez International, Mdlz, Tate's Bake Shop, Dirk Van De Put, Ownership Changes, Acquisitions, Mergers, Shareholdings","Food giant Mondelez International Inc. is adding another brand to its pantry. The company late Sunday agreed to acquire cookie maker Tate’s Bake Shop for about $500 million, as it seeks to address changing consumer tastes. The Wall Street Journal earlier reported Mondelez’s plans to acquire Tate’s."
17,wallstreetjournal,https://www.wsj.com/,2018:05:07,2:33:00,https://www.wsj.com/articles/nestle-inks-deal-to-sell-starbucks-products-world-wide-1525671469,Nestlé Inks Deal to Sell Starbucks Products World-Wide,Nestlé entered an agreement with Starbucks to sell the coffee chain’s consumer and food service products. Starbucks will receive an upfront cash payment of more than $7.1 billion.,"Brian Blackstone in Zurich, Anthony Shevlin in Barcelona",Business,business,"Coffee Marketing , Global Coffee Markets , Nestle , Starbucks , Nestle, Nesn.eb, Nesn.vx, Starbucks, Sbux, Nestle S.a.","Nestlé SA said Monday it has entered an agreement with Starbucks Corp. SBUX 2.76% to sell the coffee chain’s consumer and food service products. The Swiss company said Starbucks will receive an upfront cash payment of $7.15 billion as part of a global perpetual license. The Starbucks business in question has annual sales of $2 billion. The transaction doesn’t include any fixed assets and excludes Starbucks’ ready-to-drink products. Under the terms of the deal, Nestlé will sell and distribute Starbucks, Seattle’s Best Coffee, Starbucks Reserve, Teavana, Starbucks VIA and Torrefazione Italia packaged coffee and tea in all global channels. Nestlé said the deal doesn’t include the sales of any products within Starbucks coffee shops. About 500 Starbucks employees will join Nestlé and operations will be located in Seattle, the company said. Mark Schneider, chief executive of Nestlé, said: “This transaction is a significant step for our coffee business, Nestlé’s largest high-growth category.”"
18,wallstreetjournal,https://www.wsj.com/,2018:05:07,8:37:00,https://www.wsj.com/articles/rising-costs-cut-into-tyson-profit-1525696635,Rising Costs Cut into Tyson Profit,"Sales rose at Tyson Foods Inc. in the company’s second quarter, helped by packaged foods, but rising labor and freight costs weighed on margins.",Allison Prang,Earnings,business,"Advancepierre Foods, Beef, Chicken, Earnings, Earnings Season, Pork, Tyson Earnings, Tyson Foods, Tsn, Financial Performance","Sales rose at Tyson Foods Inc. in the company’s second quarter, helped by packaged foods, but rising labor and freight costs weighed on margins. Tyson said Monday it made a profit of $315 million in its second quarter, or 85 cents a share, a down from $340 million, or 92 cents a share, for the same period the year before. On an adjusted basis, Tyson said it made $1.27 a share, up from $1.01 a share. Analysts polled by Thomson Reuters were expecting adjusted earnings of $1.30 a share."
19,wallstreetjournal,https://www.wsj.com/,2018:05:07,7:00:00,https://www.wsj.com/articles/sanctions-on-russia-rattle-aluminum-industry-manufacturers-1525690800,"Sanctions on Russia Rattle Aluminum Industry, Manufacturers","Extreme volatility in aluminum prices has jolted buyers and sellers of the metal, threatening profits of companies that make everything from jets to beer cans.","Amrith Ramkumar, Scott Patterson, Sarah McFarlane",Markets,domestic politics,"Aluminum, Imports, Metals, Prices, Steel, Volatility, Political, General News, International Relations, International Sanctions","Wild swings in aluminum prices have jolted buyers and sellers of the metal, threatening profits of companies that make everything from jets to beer cans. Last month, the U.S. sanctioned a big Russian aluminum producer, curtailing supplies. In some cases, buyers delayed shipments or canceled orders. Others have left shipments of the metal they received untouched, fearful of falling afoul of Washington’s restrictions. Aluminum..."
20,wallstreetjournal,https://www.wsj.com/,2018:05:07,5:30:00,https://www.wsj.com/articles/techs-pickup-of-new-data-privacy-rules-reflects-eus-growing-influence-1525685400,Tech’s Pickup of New Data-Privacy Rules Reflects EU’s Growing Influence,"Apple, Facebook, Twitter and wireless-speaker company Sonos are among the U.S. companies implementing the EU’s General Data Protection Regulation, or GDPR, which takes effect later this month.",Daniel Michaels,Business,technology,"Eu, Eu Regulation, European Union, Global Regulation, International Influence, Internet-Privacy Rule, Sonos, Regulation, Government Policy, Corporate","Sonos Inc., the Santa Barbara, Calif., wireless speaker company, recently sent a notice to users world-wide that wasn’t about another software update. It covered the European Union’s new internet-privacy rule. The EU’s General Data Protection Regulation, or GDPR, takes effect later this month, and “because we believe all Sonos owners should have the right to these protections, we are implementing these updates globally,” the company said."
21,wallstreetjournal,https://www.wsj.com/,2018:05:07,14:51:00,https://www.wsj.com/articles/trump-targets-the-schumer-excuse-1525719078,Trump Targets the Schumer Excuse,GOP Senate moderates may have to cut spending after all.,NA,Best of the Web Today,domestic politics,"Chuck Schumer, Donald Trump, Government Finance, Government Budget, Taxation, Economic News, Political, General News, Politics, International Relations","Taxpayers should soon be receiving some good news from Washington. President Donald Trump and House Majority Leader Kevin McCarthy (R., Calif.) appear to have found a way to enact modest federal spending restraint, despite resistance from some GOP senators. Faced with a number of Republicans who claim they cannot repeal their 2018 spending surge because they made a deal with Democrats, Mr. Trump and House GOP leaders instead aim to cut funding approved in previous years. This amounts to billions of dollars that bureaucrats never got around to spending, and now perhaps they never will. The..."
22,wallstreetjournal,https://www.wsj.com/,2018:05:07,5:30:00,https://www.wsj.com/articles/u-s-pushes-nafta-partners-to-accept-a-wage-floor-in-auto-sector-1525685401,U.S. Pushes Nafta Partners to Accept a Wage Floor in Auto Sector,"The Trump administration’s proposed changes to the North American Free Trade Agreement seeks to force Mexican factories to pay more for labor—or send auto jobs back to the U.S. or Canada. In recent talks, the U.S. side has discussed a wage floor of around $16 an hour for the Mexican auto industry.",William Mauldin,Politics,business,"$!6 An Hour,$16, Hour, Auto, Auto Assembly, Auto Industry, Auto Maker, Auto Parts, Car, Detroit",The administration is seeking to complete its overhaul of the North American Free Trade Agreement with new rules that would penalize the Mexican auto industry unless it boosts wages—to roughly $16 an hour. The Trump administration is winning some support from U.S. auto makers for its Nafta proposals by including terms that would favor U.S. manufacturers over Asian and European rivals that produce cars in the U.S. Support...
23,wallstreetjournal,https://www.wsj.com/,2018:05:07,7:00:00,https://www.wsj.com/articles/walmart-bets-15-billion-on-an-e-commerce-passage-to-india-1525690804,Walmart Bets $15 Billion on an E-Commerce Passage to India,"Walmart, a buttoned-up behemoth from Arkansas, is poised to spend $15 billion for a 75% stake in India’s free-wheeling online-sales giant, Flipkart, which has burned through mountains of cash.","Newley Purnell, Eric Bellman, Corinne Abrams",Business,business,"E-Commerce, India , Indian Economy, Indian Tech, Online Retail, Walmart, Wmt, Flipkart, Ownership Changes, Acquisitions",The famously frugal and focused Walmart Inc. is betting $15 billion on a much different kind of company: a sprawling Indian e-commerce startup that has burned through mountains of cash to try to conquer the country’s online shopping market. The deal for a roughly 75% stake in Flipkart Group is set to be announced as early as this week. If...
24,wallstreetjournal,https://www.wsj.com/,2018:05:07,11:53:00,https://www.wsj.com/articles/when-wikipedias-bickering-editors-go-to-war-its-supreme-court-steps-in-1525708429,The 15 People Who Keep Wikipedia’s Editors From Killing Each Other,Online committee called ArbCom tries to keep the peace at internet encyclopedia; “I don’t understand why passions run so high here.”,Corinne Ramey,Page One,technology,"Arbcom, Infobox, Jimmy Wales, Scientology, Wikipedia, Wikipedia Arbcom, Wikipedia Court, Wikipedia Disputes, Wikipedia Editors, Wikipedia Infobox","Wikipedia editors got locked in a dispute several months ago about the biographical summary boxes that sit atop some pages of the online encyclopedia. The tiff quickly turned heated. “Your grammar is frankly awful,” said one editor while discussing filmmaker Stanley Kubrick’s box. “This is just another throwaway, unreliable, unattributed pile of stinking horseshit,” said another editor during a dispute about actor Cary Grant’s box."
25,wallstreetjournal,https://www.wsj.com/,2018:05:07,8:23:00,https://www.wsj.com/articles/while-regulators-ponder-uber-and-grab-go-ahead-with-deal-1525695832,"While Regulators Ponder, Uber and Grab Go Ahead With Deal","Uber shut down its app in Singapore Monday, as the U.S. ride-hailing company and rival Grab press on with their Southeast Asia consolidation while regulators consider the impact on drivers and passengers.",Jake Maxwell Watts,Tech,technology,"Grab-Uber Deal, Ride-Hailing, Ride-Hailing Apps, Uber-Grab Deal, Uber Vs. Grab, Uber Technologies, Grab, Ownership Changes, Acquisitions, Mergers","Uber Technologies Inc. and its ride-hailing rival Grab Inc. are pressing on with their Southeast Asia consolidation as regulators consider whether a de facto Grab monopoly would harm drivers and passengers. Uber said in an email to subscribers it would close its app in Singapore on Monday, the U.S. company’s final exit from a 10-nation region of some 600 million people. It recommended riders download the Grab app. The..."
26,wallstreetjournal,https://www.wsj.com/,2018:05:07,8:05:00,https://www.wsj.com/articles/zte-gets-a-lifeline-in-taiwanese-chip-supplier-1525694743,ZTE Gets a Lifeline in Taiwanese Chip Supplier,"Taiwanese regulators authorized a key supplier of smartphone chips to resume sales to ZTE, a boost for the Chinese telecommunications firm after its U.S. suppliers were barred from selling it parts.",Dan Strumpf,Tech,international,"China Phones, China Smartphones, China Tech, Taiwan Chips, Taiwan Components, U.s. Chips, U.s. Components, Mediatek,2454.Tw, Tw:2454","Taiwanese regulators authorized a key supplier of smartphone chips to resume sales to ZTE Corp. ZTCOY -15.37% , a boost for the Chinese telecommunications firm after its U.S. suppliers were barred from selling it parts. The Taiwanese supplier, MediaTek Inc., 2454 -2.15% won approval to resume exports of chips to ZTE, a MediaTek spokesman said Monday. The company supplies chipsets used in a number of ZTE smartphones, and while not a cure-all, analysts say a resumption of sales to ZTE restores an important part of ZTE’s supply chain. U.S. companies last month were banned by the U.S. Commerce Department from exporting components to Shenzhen-based ZTE, a move that ZTE has said cuts it off from crucial parts and threatens its survival. While Taiwanese firms like MediaTek aren’t directly covered by the ban, Taiwanese regulators required companies there that do business with ZTE to apply for permits to continue exporting to ZTE. The MediaTek spokesman said Taiwanese authorities granted their approval on Friday. An official at Taiwan’s Ministry of Economic affairs, which grants export permits, confirmed that it granted an export permit to MediaTek. The official said several other Taiwanese firms are still awaiting export approval, but declined to name them. A ZTE spokeswoman didn’t respond to a request for comment. MediaTek supplies chipsets for a number of ZTE smartphones sold world-wide. While ZTE could conceivably rely on MediaTek to replace chipsets made by others, it is unlikely to solve all its woes, said Edison Lee, a telecom analyst at Jefferies. For example, San Diego-based Qualcomm Inc. makes some high-end chipsets that the Taiwanese firm can’t replace, he said. “MediaTek being able to supply chipsets to ZTE is a good thing, but it’s not good enough,” Mr. Lee said. In addition, Qualcomm is set to supply ZTE with 5G chipsets that ZTE needs for its phones to run on next-generation wireless networks, he said. ZTE relies on an array of U.S. companies for an array of crucial parts, including parts for its smartphones and components used in the gear it sells to telecom operators. ZTE is the fourth-largest smartphone vendor in the U.S. and uses the Android operating system—made by Alphabet Inc.’s Google—for its phones. ZTE has been fighting the U.S. export ban since it was announced last month. On Sunday, it said it formally submitted a request for a stay of the ban with the U.S. Commerce Department. Last week, Chinese officials raised concerns with the ban to a U.S. trade delegation traveling in China. —Yoko Kubota contributed to this article."
27,wallstreetjournal,https://www.wsj.com/,2018:05:08,11:30:00,https://www.wsj.com/articles/11-burning-questions-about-mens-shorts-answered-1525793428,"11 Burning Questions About Men’s Shorts, Answered","As Memorial Day rolls around, our men’s fashion editor Jacob Gallagher solves all of your shorts-related style dilemmas—from the acceptable length to whether to tuck your shirt in (almost never). Plus: The jorts controversy.",Jacob Gallagher,Style & Fashion,lifestyle,"Andre Agassi Jorts, Can I Wear Cargo Shorts?, Cargo Shorts, Critter Shorts, How To Wear Men's Shorts, How To Wear Shorts, J. Crew Men's Shorts, Jorts, Men's Shorts, Royal Boys Shorts","3 Inches: Alarming “There’s a guy out there, he’s going to the gym, he’s got some gams to show and he’s happy to,” said Bruce Pask, men’s fashion director at Bergdorf Goodman. Well good for that gym-rat. Those of us without Michelangelo-esque thighs should skip the Daisy Dukes and invest in more..."
